Data;IFIX;IBOV;Juros;Ouro;Bitcoin;Real/USD
26.02.2021;2.886,53;110035;1,9;1731,6;46345,6;5,5986
25.02.2021;2.893,80;112256;1,9;1778,4;46928,5;5,5308
24.02.2021;2.892,00;115668;1,9;1800,8;49697,5;5,4062
23.02.2021;2.890,43;115227;1,9;1808,6;48911,2;5,4409
22.02.2021;2.874,92;112668;1,9;1811,2;54111,8;5,4659
19.02.2021;2.893,97;118431;1,9;1780,3;55906,6;5,3823
18.02.2021;2.890,77;119199;1,9;1778;51582,2;5,427
17.02.2021;2.895,40;120356;1,9;1775,8;52079,2;5,4105
12.02.2021;2.897,24;119429;1,9;1826;47371,7;5,3698
11.02.2021;2.893,98;119300;1,9;1829,8;47990,7;5,3665
10.02.2021;2.892,16;118435;1,9;1845,6;44836;5,386
09.02.2021;2.892,10;119472;1,9;1840,2;46508,6;5,3781
08.02.2021;2.892,19;119696;1,9;1836,8;46395,7;5,3657
05.02.2021;2.894,79;120240;1,9;1815,6;38297,6;5,3704
04.02.2021;2.883,22;119261;1,9;1793,8;36982,1;5,4266
03.02.2021;2.881,84;119725;1,9;1837,6;37646,8;5,3534
02.02.2021;2.880,70;118234;1,9;1835,8;35485,2;5,368
01.02.2021;2.874,91;117518;1,9;1866;33515,7;5,4322
29.01.2021;2.879,45;115068;1,9;1852,7;34301,8;5,4625
28.01.2021;2.872,16;118883;1,9;1843,7;33374,8;5,441
27.01.2021;2.861,18;115882;1,9;1848,9;30404;5,4138
26.01.2021;2.861,74;116464;1,9;1854,8;32502,1;5,3552
22.01.2021;2.862,97;117380;1,9;1859,9;33000,5;5,4666
21.01.2021;2.870,60;118329;1,9;1869,3;30842,1;5,3506
20.01.2021;2.870,21;119646;1,9;1870,2;35476,3;5,2917
19.01.2021;2.866,30;120636;1,9;1844;36002,9;5,3578
18.01.2021;2.860,21;121242;1,9;1840,2;36613,2;5,2957
15.01.2021;2.857,94;120349;1,9;1833,7;36845,8;5,2927
14.01.2021;2.854,99;123481;1,9;1855,4;39175,7;5,1967
13.01.2021;2.851,86;121933;1,9;1858,8;37382,2;5,299
12.01.2021;2.855,47;123998;1,9;1848,2;34076,1;5,3226
11.01.2021;2.863,80;123255;1,9;1854,9;35544,3;5,489
08.01.2021;2.867,40;125077;1,9;1839,7;40599,3;5,4178
07.01.2021;2.863,51;122386;1,9;1918;39460,2;5,4101
06.01.2021;2.869,74;119100;1,9;1913;36793,2;5,3139
05.01.2021;2.867,53;119376;1,9;1958,8;33991,5;5,2854
04.01.2021;2.867,47;118855;1,9;1951,1;32022,6;5,2968
30.12.2020;2.870,15;119017;1,9;1897,8;28868,7;5,1937
29.12.2020;2.855,04;119409;1,9;1887,3;27376;5,2099
28.12.2020;2.834,64;119124;1,9;1884,8;27057,8;5,2461
23.12.2020;2.828,44;117807;1,9;1882,3;23257,9;5,2164
22.12.2020;2.807,15;116636;1,9;1874,5;23823,2;5,1597
21.12.2020;2.794,56;115823;1,9;1887;22728,5;5,1222
18.12.2020;2.794,43;118024;1,9;1893;23127,9;5,1022
17.12.2020;2.775,78;118401;1,9;1894,5;22825,4;5,0582
16.12.2020;2.770,64;117857;1,9;1863;21352,2;5,0838
15.12.2020;2.767,43;116149;1,9;1859,4;19434,9;5,0842
14.12.2020;2.761,41;114611;1,9;1836,1;19273,8;5,1189
11.12.2020;2.768,67;115128;1,9;1847,6;18023,6;5,0656
10.12.2020;2.767,58;115129;1,9;1841,5;18247,2;5,0256
09.12.2020;2.770,66;113001;1,9;1842,6;18546;5,1708
08.12.2020;2.780,00;113793;1,9;1879,1;18326,6;5,1202
07.12.2020;2.783,24;113590;1,9;1870,1;19170,7;5,099
04.12.2020;2.794,18;113750;1,9;1844;18658,1;5,1557
03.12.2020;2.800,62;112292;1,9;1844,7;19433,3;5,1515
02.12.2020;2.797,73;111879;1,9;1833,9;19218,8;5,2175
01.12.2020;2.803,51;111400;1,9;1822,8;18770,7;5,2061
30.11.2020;2.808,56;108893;1,9;1784,8;19698,1;5,3319
27.11.2020;2.811,53;110575;1,9;1792,1;17127,1;5,3438
26.11.2020;2.800,38;110227;1,9;1788,1;17162;5,3365
25.11.2020;2.799,50;110133;1,9;1811,2;18723;5,3237
24.11.2020;2.796,51;109786;1,9;1810,9;19152,6;5,3736
23.11.2020;2.796,93;107379;1,9;1844,1;18379,6;5,439
20.11.2020;2.796,04;106042;1,9;1878,2;18675,2;5,3797
19.11.2020;2.794,79;106670;1,9;1866,9;17803,5;5,3054
18.11.2020;2.800,89;106119;1,9;1879,2;17774,6;5,3629
17.11.2020;2.802,81;107249;1,9;1891,3;17662,3;5,3281
16.11.2020;2.802,89;106430;1,9;1894,1;16715,8;5,4152
13.11.2020;2.803,40;104723;1,9;1893;16324,2;5,4582
12.11.2020;2.801,26;102507;1,9;1880,2;16294,7;5,4581
11.11.2020;2.806,66;104809;1,9;1868,1;15695,8;5,391
10.11.2020;2.807,15;105067;1,9;1883;15303,6;5,4147
09.11.2020;2.802,95;103515;1,9;1860,6;15327,2;5,3858
06.11.2020;2.795,03;100925;1,9;1959,1;15577,9;5,3647
05.11.2020;2.785,99;100751;1,9;1953,8;15587,1;5,525
04.11.2020;2.772,49;97867;1,9;1903,1;14145,6;5,6635
03.11.2020;2.766,55;95980;1,9;1917,4;14019,9;5,756
30.10.2020;2.766,76;93952;1,9;1887,2;13559,9;5,7446
29.10.2020;2.774,58;96582;1,9;1875,2;13457,2;5,779
28.10.2020;2.772,92;95369;1,9;1886,6;13278,9;5,7457
27.10.2020;2.803,01;99606;1,9;1919,3;13657,8;5,7055
26.10.2020;2.809,86;101017;1,9;1913,2;13061,6;5,6229
23.10.2020;2.820,44;101260;1,9;1912,7;12934,1;5,6175
22.10.2020;2.826,99;101918;1,9;1912;12974,6;5,5893
21.10.2020;2.828,75;100552;1,9;1936,9;12808,7;5,6066
20.10.2020;2.823,75;100540;1,9;1922,9;11913,5;5,6054
19.10.2020;2.818,10;98658;1,9;1919,3;11753,4;5,6069
16.10.2020;2.816,83;98309;1,9;1914;11322;5,6428
15.10.2020;2.812,68;99054;1,9;1916,6;11503;5,6126
14.10.2020;2.809,74;99334;1,9;1915,1;11420,4;5,5912
13.10.2020;2.808,27;98503;1,9;1902,2;11423,8;5,5693
09.10.2020;2.807,77;97483;1,9;1933,6;11054,2;5,5318
08.10.2020;2.804,78;97920;1,9;1902,7;10924,1;5,5987
07.10.2020;2.799,27;95526;1,9;1897,7;10670,9;5,6097
06.10.2020;2.795,05;95615;1,9;1915,8;10602,6;5,593
05.10.2020;2.788,64;96089;1,9;1927;10789,5;5,5743
02.10.2020;2.794,91;94016;1,9;1914,7;10572,3;5,6851
01.10.2020;2.789,15;95479;1,9;1923,4;10620,5;5,6437
30.09.2020;2.794,88;94603;1,9;1902,6;10776,1;5,6112
29.09.2020;2.784,20;93580;1,9;1910,4;10840,9;5,6344
28.09.2020;2.782,18;94666;1,9;1882,3;10693,2;5,6627
25.09.2020;2.788,11;96999;1,9;1866,3;10688,8;5,5624
24.09.2020;2.789,57;97012;1,9;1876,9;10739,4;5,5089
23.09.2020;2.790,19;95735;1,9;1868,4;10237,3;5,5943
22.09.2020;2.788,81;97294;1,9;1907,6;10531,5;5,4704
21.09.2020;2.787,27;96991;1,9;1910,6;10416,8;5,4131
18.09.2020;2.797,82;98290;1,9;1962,1;10933;5,3876
17.09.2020;2.800,04;100098;1,9;1949,9;10941,3;5,2394
16.09.2020;2.802,76;99676;1,9;1970,5;10949,5;5,2377
15.09.2020;2.802,19;100298;1,9;1966,2;10785,3;5,2748
14.09.2020;2.792,76;100275;1,9;1963,7;10675,3;5,2706
11.09.2020;2.791,80;98363;1,9;1947,9;10390,2;5,3189
10.09.2020;2.793,01;98835;1,9;1964,3;10339,7;5,321
09.09.2020;2.788,53;101292;1,9;1954,9;10224,6;5,3078
08.09.2020;2.786,82;100050;1,9;1943,2;10126,6;5,3638
04.09.2020;2.789,02;101242;1,9;1934,3;10472,5;5,3012
03.09.2020;2.779,62;100721;1,9;1937,8;10168,8;5,2914
02.09.2020;2.782,69;101911;1,9;1944,7;11413,3;5,3403
01.09.2020;2.774,66;102168;1,9;1978,9;11914,9;5,396
31.08.2020;2.782,10;99369;1,9;1978,6;11644,2;5,4914
28.08.2020;2.781,84;102143;1,9;1974,9;11527,4;5,3881
27.08.2020;2.777,87;100624;1,9;1932,6;11327,4;5,5691
26.08.2020;2.776,67;100627;1,9;1952,5;11462,3;5,6054
25.08.2020;2.777,40;102118;1,9;1923,1;11324,8;5,5075
24.08.2020;2.780,18;102298;1,9;1939,2;11753,5;5,61
21.08.2020;2.770,66;101521;1,9;1947;11529,2;5,6192
20.08.2020;2.760,78;101468;1,9;1946,5;11856,9;5,5568
19.08.2020;2.758,46;100854;1,9;1970,3;11750,2;5,5575
18.08.2020;2.755,25;102065;1,9;2013,1;11947,6;5,4666
17.08.2020;2.748,60;99595;1,9;1998,7;12282,6;5,509
14.08.2020;2.755,67;101353;1,9;1949,8;11750,8;5,4204
13.08.2020;2.747,56;100461;1,9;1970,4;11770,9;5,369
12.08.2020;2.740,77;102118;1,9;1949;11557,2;5,4333
11.08.2020;2.745,38;102174;1,9;1946,3;11390,4;5,38
10.08.2020;2.745,67;103444;1,9;2039,7;11889,2;5,4812
07.08.2020;2.732,44;102776;1,9;2028;11592;5,4383
06.08.2020;2.712,45;104126;1,9;2069,4;11757,1;5,3315
05.08.2020;2.720,52;102802;2,15;2049,3;11735,1;5,2902
04.08.2020;2.714,29;101216;2,15;2021;11184,7;5,29
03.08.2020;2.714,27;102830;2,15;1986,3;11224,4;5,3213
31.07.2020;2.733,12;102912;2,15;1985,9;11333,4;5,224
30.07.2020;2.733,65;105009;2,15;1966,8;11096,2;5,1534
29.07.2020;2.723,24;105605;2,15;1965,3;11105,9;5,1692
28.07.2020;2.722,71;104109;2,15;1952,8;10908,5;5,1533
27.07.2020;2.722,77;104477;2,15;1941,4;11022,8;5,1447
24.07.2020;2.730,92;102382;2,15;1910,1;9546,4;5,2329
23.07.2020;2.732,84;102293;2,15;1902,2;9599,6;5,2112
22.07.2020;2.735,69;104290;2,15;1876,7;9513,7;5,1166
21.07.2020;2.732,19;104310;2,15;1853,8;9387,3;5,1713
20.07.2020;2.724,51;104426;2,15;1827,4;9162,4;5,3283
17.07.2020;2.741,64;102888;2,15;1820,9;9155,8;5,3849
16.07.2020;2.743,44;100553;2,15;1811,7;9135,3;5,3311
15.07.2020;2.746,23;101791;2,15;1826,1;9198,7;5,3698
14.07.2020;2.742,70;100440;2,15;1825,5;9253,4;5,3674
13.07.2020;2.751,18;98697;2,15;1827,8;9243,6;5,404
10.07.2020;2.766,91;100032;2,15;1815,6;9285,1;5,3238
09.07.2020;2.766,10;99160;2,15;1817,6;9235,7;5,3413
08.07.2020;2.779,58;99770;2,15;1834;9429,9;5,3422
07.07.2020;2.798,33;97761;2,15;1821,7;9256;5,379
06.07.2020;2.802,41;98937;2,15;1804,9;9339;5,3562
03.07.2020;2.813,16;96765;2,15;1793,5;9067,1;5,3158
02.07.2020;2.813,15;96235;2,15;1801;9085,1;5,3596
01.07.2020;2.816,04;96203;2,15;1790,8;9229,9;5,3174
30.06.2020;2.806,28;95056;2,15;1810;9135,4;5,4661
29.06.2020;2.787,24;95735;2,15;1790,6;9185,4;5,4034
26.06.2020;2.790,38;93834;2,15;1789,8;9160;5,484
25.06.2020;2.793,05;95983;2,15;1779,7;9247,5;5,3561
24.06.2020;2.786,72;94377;2,15;1784;9302;5,3467
23.06.2020;2.793,51;95975;2,15;1789,8;9624,6;5,1542
22.06.2020;2.792,42;95336;2,15;1774,2;9683,7;5,2524
19.06.2020;2.804,01;96572;2,15;1761;9314;5,3105
18.06.2020;2.794,67;96125;2,15;1739,9;9388,1;5,3776
17.06.2020;2.789,07;95547;2,9;1744,3;9464,6;5,2286
16.06.2020;2.783,49;93531;2,9;1745,3;9523,5;5,243
15.06.2020;2.777,82;92376;2,9;1735,7;9425,4;5,1557
12.06.2020;2.782,02;92795;2,9;1746,2;9466,6;5,0505
10.06.2020;2.799,38;94686;2,9;1730,4;9878,8;4,9732
09.06.2020;2.792,45;96747;2,9;1732,2;9768,8;4,8992
08.06.2020;2.793,52;97645;2,9;1715,7;9777,9;4,823
05.06.2020;2.772,83;94637;2,9;1694,1;9631,2;4,9585
04.06.2020;2.744,80;93829;2,9;1738,1;9794,4;5,119
03.06.2020;2.730,43;93002;2,9;1716,1;9667,2;5,0622
02.06.2020;2.704,72;91046;2,9;1743,3;9527,6;5,2014
01.06.2020;2.676,23;88620;2,9;1759,1;10189,3;5,3633
